Rank;Sourceid;Title;Type;Issn;Publisher;Open Access;Open Access Diamond;SJR;SJR Best Quartile;Total Docs. (2024);Estimated APC (USD);Estimated value (USD)
447;17400154829;"Memetic Computing";journal;"18659284, 18659292";No;No;"Springer Verlag";0,778;Q1;33;3321;461626;
448;23966;"Journal of Optimization Theory and Applications";journal;"00223239, 15732878";No;No;"Springer New York";0,777;Q1;259;3284;3185385;
449;144604;"Proceedings of the Royal Society A: Mathematical, Physical and Engineering Sciences";journal;"13645021, 14712946";Yes;No;"Royal Society Publishing";0,777;Q1;242;3192;4258378;
450;25761;"Pacific Journal of Mathematics";journal;"00308730, 19455844";No;No;"Mathematical Sciences Publishers";0,776;Q1;107;3201;1715504;
451;13631;"American Statistician";journal;"00031305, 15372731";No;No;"Taylor and Francis Ltd.";0,775;Q1;60;3619;980743;
452;14233;"Statistical Papers";journal;"09325026, 16139798";Yes;No;"Springer New York";0,775;Q2;218;3264;2033183;
453;4700152846;"Japanese Journal of Mathematics";journal;"02892316";No;No;"Springer Japan";0,774;Q1;4;3542;81456;
454;21100855984;"Advanced Modeling and Simulation in Engineering Sciences";journal;"22137467";Yes;No;"SpringerOpen";0,771;Q1;26;3203;451630;
455;27430;"Chaos";journal;"10541500, 10897682";No;No;"";0,770;Q2;653;3245;9194969;
456;79372;"Bulletin of the Brazilian Mathematical Society";journal;"16787714, 16787544";Yes;No;"Springer New York";0,768;Q1;50;2916;825225;
457;25200;"Nagoya Mathematical Journal";journal;"21526842, 00277630";No;No;"Cambridge University Press";0,768;Q1;37;3219;595469;
458;21101037328;"In Silico Plants";journal;"25175025";Yes;No;"Oxford University Press";0,762;Q1;22;3184;331160;
459;19700166602;"ACM Transactions on Computation Theory";journal;"19423454, 19423462";No;No;"Association for Computing Machinery (ACM)";0,761;Q2;23;3293;316126;
460;21100379294;"Operations Research Perspectives";journal;"22147160";Yes;No;"Elsevier Ltd";0,761;Q1;21;3182;477354;
461;5800179604;"Algorithms for Molecular Biology";journal;"17487188";Yes;No;"BioMed Central Ltd";0,760;Q2;24;3137;319978;
462;20642;"Empirical Economics";journal;"14358921, 03777332";No;No;"Physica-Verlag";0,760;Q1;200;3078;3345900;
463;21101202000;"Mesopotamian Journal of CyberSecurity";journal;"29586542";No;No;"Mesopotamian Academic Press";0,758;Q2;30;3163;94901;
464;25712;"Numerical Linear Algebra with Applications";journal;"10705325, 10991506";No;No;"John Wiley and Sons Ltd";0,757;Q1;55;3281;925287;
465;26529;"Fuzzy Sets and Systems";journal;"01650114";No;No;"Elsevier B.V.";0,754;Q1;197;3355;4197289;
466;144641;"Software and Systems Modeling";journal;"16191374, 16191366";No;No;"Springer Verlag";0,754;Q1;110;3126;1497244;
467;21100915694;"Bulletin of Irkutsk State University, Series Mathematics";journal;"25418785, 19977670";Yes;Yes;"Irkutsk State University";0,752;Q1;42;2965;530789;
468;28930;"Computational Statistics";journal;"09434062";No;No;"Springer Verlag";0,750;Q2;200;3024;1856810;
469;26443;"European Journal of Applied Mathematics";journal;"14694425, 09567925";Yes;No;"Cambridge University Press";0,750;Q2;67;3084;758618;
470;21100817119;"Research in Number Theory";journal;"23639555";Yes;No;"SpringerOpen";0,750;Q1;91;3033;1161527;
471;145295;"4OR";journal;"16142411, 16194500";No;No;"Springer";0,749;Q2;42;3067;463155;
472;21101020132;"Fractal and Fractional";journal;"25043110";Yes;No;"Multidisciplinary Digital Publishing Institute (MDPI)";0,749;Q2;755;3077;8390199;
473;23821;"Journal of Applied Mathematics and Computing";journal;"15985865, 18652085";No;No;"";0,749;Q2;313;3022;2983137;
474;21100209501;"Statistics in Biopharmaceutical Research";journal;"19466315";No;No;"Taylor and Francis Ltd.";0,749;Q2;79;3230;1198199;
475;21100818505;"Theory of Computing";journal;"15572862";Yes;No;"University of Chicago, Department of Computer Science";0,749;Q2;2;3320;215820;
476;23965;"Journal of Operator Theory";journal;"03794024";No;No;"Theta Foundation";0,746;Q1;43;3142;647344;
477;12400154723;"Mathematical Geosciences";journal;"18748961, 18748953";No;No;"Springer Netherlands";0,746;Q1;75;3068;951067;
478;24620;"Algebras and Representation Theory";journal;"15729079, 1386923X";No;No;"Springer Netherlands";0,745;Q1;93;3130;1420863;
479;25286;"Bulletin des Sciences Mathematiques";journal;"00074497";Yes;No;"Elsevier Masson s.r.l.";0,744;Q1;113;3151;1373817;
480;21100397403;"EPJ Data Science";journal;"21931127";Yes;No;"Springer Science + Business Media";0,742;Q1;75;3281;941767;
481;24185;"Expert Systems";journal;"14680394, 02664720";No;No;"Wiley-Blackwell Publishing Ltd";0,742;Q2;253;3044;3198786;
482;15568;"Journal of Mathematical Psychology";journal;"10960880, 00222496";No;No;"Academic Press Inc.";0,742;Q2;30;3262;753443;
483;16294;"Biomechanics and Modeling in Mechanobiology";journal;"16177959, 16177940";No;No;"Springer Science and Business Media Deutschland GmbH";0,741;Q1;134;3172;2179439;
484;24099;"Acta Applicandae Mathematicae";journal;"15729036, 01678019";No;No;"Springer Netherlands";0,740;Q2;73;3119;1412946;
485;21564;"Environmetrics";journal;"1099095X, 11804009";No;No;"John Wiley and Sons Ltd";0,740;Q2;44;3167;766355;
486;23893;"Journal of Fourier Analysis and Applications";journal;"10695869, 15315851";No;No;"Birkhauser Boston";0,736;Q1;74;3205;1307674;
487;25889;"Discrete and Continuous Dynamical Systems - Series B";journal;"1553524X, 15313492";No;No;"American Institute of Mathematical Sciences";0,735;Q1;205;3150;3893420;
488;5700165174;"Journal of Fixed Point Theory and Applications";journal;"16617738, 16617746";No;No;"Springer Science + Business Media";0,735;Q1;62;3193;1277052;
489;6100153017;"Journal of Hyperbolic Differential Equations";journal;"17936993, 02198916";No;No;"World Scientific Publishing Co. Pte Ltd";0,733;Q1;28;3153;416236;
490;24286;"International Journal of Approximate Reasoning";journal;"0888613X, 18734731";No;No;"Elsevier Inc.";0,731;Q2;163;3290;2447959;
491;21100827839;"Unmanned Systems";journal;"23013850, 23013869";No;No;"World Scientific";0,731;Q1;146;3315;842028;
492;28049;"Applied Categorical Structures";journal;"09272852, 15729095";No;No;"Springer Netherlands";0,730;Q1;36;3024;622969;
493;21101029476;"Communications in Combinatorics and Optimization";journal;"25382128, 25382136";Yes;Yes;"Azarbaijan Shahid Madani University";0,730;Q1;60;3163;518762;
494;21101039622;"Engineered Science";journal;"2576988X, 25769898";No;No;"Engineered Science Publisher";0,726;Q2;145;3521;1640687;
495;28538;"Optimization Methods and Software";journal;"10294937, 10556788";No;No;"Taylor and Francis Ltd.";0,725;Q2;94;3266;1152926;
496;21100923302;"Infectious Disease Modelling";journal;"24682152, 24680427";Yes;No;"KeAi Communications Co.";0,724;Q2;79;3516;1427547;
497;23228;"Integral Equations and Operator Theory";journal;"14208989, 0378620X";No;No;"Birkhauser Verlag Basel";0,724;Q1;33;3163;695807;
498;23961;"Journal of Number Theory";journal;"10961658, 0022314X";No;No;"Academic Press Inc.";0,723;Q2;172;3080;3240538;
499;145621;"Teaching Mathematics and its Applications";journal;"14716976, 02683679";No;No;"Oxford University Press";0,723;Q1;24;2977;342410;
500;26403;"SIAM Journal on Applied Dynamical Systems";journal;"15360040";No;No;"Society for Industrial and Applied Mathematics Publications";0,722;Q1;96;3326;1539938;
501;101474;"Canadian Journal of Mathematics";journal;"0008414X, 14964279";No;No;"Canadian Mathematical Society";0,721;Q1;146;3213;1259395;
502;27417;"Transformation Groups";journal;"1531586X, 10834362";No;No;"Birkhauser Boston";0,720;Q2;111;3257;1149842;
503;21101226628;"Frontiers in Systems Biology";journal;"26740702";Yes;No;"Frontiers Media SA";0,719;Q1;45;3133;140972;
504;26448;"Experimental Mathematics";journal;"10586458, 1944950X";No;No;"Taylor and Francis Ltd.";0,718;Q1;109;2922;958462;
505;21101022413;"International Journal of Information Technology (Singapore)";journal;"25112104, 25112112";No;No;"Springer Science + Business Media";0,717;Q2;662;3003;5186341;
506;25623;"Journal of Supercomputing";journal;"15730484, 09208542";No;No;"Springer Netherlands";0,716;Q2;946;3090;10906450;
507;12358;"International Journal of Fuzzy Systems";journal;"15622479, 21993211";No;No;"Springer International Publishing AG";0,714;Q2;283;3196;3423097;
508;62932;"Energies";journal;"19961073";Yes;No;"Multidisciplinary Digital Publishing Institute (MDPI)";0,713;Q2;6479;3074;120908816;
509;24966;"Evolutionary Computation";journal;"15309304, 10636560";No;No;"";0,713;Q2;18;3326;269426;
510;19900193816;"Numerical Mathematics";journal;"20797338, 10048979";No;No;"Cambridge University Press";0,712;Q1;30;3014;647948;
511;23842;"Journal of Classification";journal;"01764268, 14321343";No;No;"Springer New York";0,710;Q1;46;3036;540415;
512;21100853526;"ACM Transactions on Economics and Computation";journal;"21678375, 21678383";No;No;"Association for Computing Machinery (ACM)";0,708;Q2;14;3191;290381;
513;25239;"Asymptotic Analysis";journal;"18758576, 09217134";No;No;"SAGE Publications Ltd";0,707;Q1;48;3079;1170141;
514;27989;"Optimization";journal;"10294945, 02331934";No;No;"Taylor and Francis Ltd.";0,705;Q2;324;3209;2900670;
515;21100855841;"Physical Review E";journal;"24700045, 24700053";No;No;"American Physical Society";0,705;Q2;1730;3206;29061236;
516;24306;"Digital Signal Processing: A Review Journal";journal;"10954333, 10512004";No;No;"Elsevier Inc.";0,704;Q2;415;3179;5452598;
517;24712;"Annals of Combinatorics";journal;"02180006, 02193094";No;No;"Birkhauser Verlag Basel";0,703;Q2;90;3068;791488;
518;19600157009;"North American Actuarial Journal";journal;"10920277";No;No;"Taylor and Francis Ltd.";0,703;Q2;65;3147;745771;
519;13845;"Bulletin of Mathematical Biology";journal;"00928240, 15229602";No;No;"Springer";0,702;Q1;145;3064;2059293;
520;21101079404;"Partial Differential Equations in Applied Mathematics";journal;"26668181";Yes;No;"Elsevier B.V.";0,702;Q2;414;3126;2119419;
521;19700175286;"Evolving Systems";journal;"18686486, 18686478";No;No;"";0,701;Q1;126;3031;1100333;
522;98456;"International Journal of Structural Stability and Dynamics";journal;"02194554, 17936764";No;No;"World Scientific";0,701;Q2;605;3125;4900698;
523;20606;"Journal of Forecasting";journal;"02776693, 1099131X";No;No;"John Wiley and Sons Ltd";0,701;Q1;175;3116;1714053;
524;21100967079;"Transactions of the London Mathematical Society";journal;"20524986";Yes;No;"John Wiley &amp; Sons Inc.";0,700;Q1;5;2961;103642;
525;21100935201;"ACM Transactions on Cyber-Physical Systems";journal;"23789638, 2378962X";No;No;"Association for Computing Machinery (ACM)";0,698;Q2;47;3191;590336;
526;21100443321;"Evolution Equations and Control Theory";journal;"21632480, 21632472";No;No;"American Institute of Mathematical Sciences";0,698;Q1;72;3126;1053549;
527;18300156719;"Journal of Building Performance Simulation";journal;"19401507, 19401493";No;No;"Taylor and Francis Ltd.";0,697;Q1;70;3154;823093;
528;19700174607;"Journal of Computational Science";journal;"18777503";No;No;"Elsevier B.V.";0,697;Q2;209;3157;2812783;
529;21100925710;"Carpathian Mathematical Publications";journal;"20759827, 23130210";Yes;Yes;"Precarpathian National University";0,695;Q1;52;2946;801418;
530;29716;"Reviews in Mathematical Physics";journal;"17936659, 0129055X";No;No;"World Scientific";0,695;Q2;87;3150;872554;
531;21100794599;"Special Matrices";journal;"23007451";Yes;No;"Walter de Gruyter GmbH";0,695;Q2;37;2930;389656;
532;25167;"Monatshefte fur Mathematik";journal;"14365081, 00269255";No;No;"Springer-Verlag Wien";0,694;Q1;143;3068;1969742;
533;19900192728;"Moscow Mathematical Journal";journal;"16094514, 16093321";No;No;"Independent University of Moscow";0,694;Q1;25;3087;419866;
534;25809;"Positivity";journal;"13851292, 15729281";No;No;"Birkhauser Verlag Basel";0,694;Q1;76;3043;1278220;
535;21101061831;"Grey Systems";journal;"20439385, 20439377";No;No;"Emerald Group Publishing Ltd.";0,693;Q2;41;2993;371164;
536;25207;"Archive for Mathematical Logic";journal;"14320665, 09335846";No;No;"Springer New York";0,689;Q1;61;3046;785757;
537;5000158124;"Results in Mathematics";journal;"14226383";No;No;"Birkhauser Verlag Basel";0,689;Q1;284;3091;3592151;
538;17300154737;"Banach Journal of Mathematical Analysis";journal;"26622033, 17358787";Yes;No;"Tusi Mathematical Research Group (TMRG)";0,688;Q2;79;3063;1151823;
539;23847;"Journal of Computational and Applied Mathematics";journal;"03770427";No;No;"Elsevier B.V.";0,688;Q2;636;3209;8833567;
540;26870;"Siberian Mathematical Journal";journal;"15739260, 00374466";No;No;"Pleiades Publishing";0,687;Q2;128;3066;1680080;
541;24096;"Atti della Accademia Nazionale dei Lincei, Classe di Scienze Fisiche, Matematiche e Naturali, Rendiconti Lincei Matematica e Applicazioni";journal;"17200768, 11206330";Yes;Yes;"European Mathematical Society Publishing House";0,686;Q2;12;3146;522250;
542;21101091183;"Systems and Soft Computing";journal;"27729419";Yes;No;"Academic Press";0,686;Q2;109;2916;379021;
543;21101199907;"Frontiers of Mathematical Finance";journal;"27696715";No;No;"American Institute of Mathematical Sciences";0,685;Q2;20;3105;62097;
544;21101065510;"Data-Centric Engineering";journal;"26326736";Yes;No;"Cambridge University Press";0,684;Q2;47;3079;323329;
545;26395;"Russian Mathematical Surveys";journal;"00360279, 14684829";No;No;"Steklov Mathematical Institute of Russian Academy of Sciences";0,684;Q2;36;3095;646874;
546;13711;"Combustion Theory and Modelling";journal;"13647830, 17413559";No;No;"Taylor and Francis Ltd.";0,683;Q2;38;3005;739343;
547;21101017225;"International Journal of Data Science and Analytics";journal;"2364415X, 23644168";No;No;"Springer International Publishing";0,678;Q2;246;3069;1525387;
548;21100945720;"Journal of Nonlinear and Variational Analysis";journal;"25606778, 25606921";No;No;"Biemdas Academic Publishers";0,678;Q2;56;3105;779318;
549;145249;"Mediterranean Journal of Mathematics";journal;"16605454, 16605446";No;No;"Birkhauser Verlag Basel";0,677;Q2;221;3048;3953873;
550;21100924770;"Journal of Elliptic and Parabolic Equations";journal;"22969020, 22969039";No;No;"Springer International Publishing AG";0,676;Q2;64;2992;760020;
551;15500154705;"Cellular and Molecular Bioengineering";journal;"18655025, 18655033";No;No;"Springer";0,675;Q2;42;3089;701117;
552;28554;"Soft Computing";journal;"14327643, 14337479";No;No;"Springer Science and Business Media Deutschland GmbH";0,674;Q2;706;3166;15808545;
553;25148;"Michigan Mathematical Journal";journal;"19452365, 00262285";No;No;"University of Michigan";0,673;Q2;41;3226;645169;
554;21101049065;"International Journal of Interactive Multimedia and Artificial Intelligence";journal;"19891660";Yes;Yes;"Universidad Internacional de la Rioja";0,672;Q2;50;3132;576370;
555;21100817424;"Annales Mathematiques du Quebec";journal;"21954763, 21954755";No;No;"Springer International Publishing AG";0,671;Q2;32;2937;328926;
556;16900154710;"Statistical Analysis and Data Mining";journal;"19321864, 19321872";No;No;"John Wiley and Sons Inc";0,671;Q2;69;2952;714398;
557;25058;"Journal of the Mathematical Society of Japan";journal;"00255645";No;No;"Mathematical Society of Japan - Kobe University";0,670;Q2;42;3168;719235;
558;26323;"Ramanujan Journal";journal;"15729303, 13824090";Yes;No;"Springer Netherlands";0,670;Q2;208;3076;2595865;
559;25107;"Mathematische Nachrichten";journal;"15222616, 0025584X";No;No;"Wiley-VCH Verlag";0,669;Q2;226;3155;2754329;
560;29115;"Physica A: Statistical Mechanics and its Applications";journal;"03784371";No;No;"Elsevier B.V.";0,669;Q2;673;3127;14159360;
561;24501;"Computational Geosciences";journal;"14200597";No;No;"Springer Netherlands";0,666;Q2;86;3132;1446794;
562;28574;"Journal of Statistical Physics";journal;"00224715, 15729613";No;No;"Springer";0,665;Q2;162;3140;2976482;
563;25307;"Calcolo";journal;"11265434, 00080624";No;No;"Springer-Verlag Italia s.r.l.";0,662;Q2;70;3204;865176;
564;25890;"Discrete Applied Mathematics";journal;"0166218X";No;No;"Elsevier B.V.";0,661;Q2;444;3119;6140834;
565;12782;"Lifetime Data Analysis";journal;"15729249, 13807870";No;No;"Springer";0,660;Q2;36;3378;584343;
566;24490;"Manuscripta Mathematica";journal;"14321785, 00252611";No;No;"Springer New York";0,660;Q2;147;3086;1533681;
567;5800228220;"Optimization Letters";journal;"18624472, 18624480";No;No;"Springer Verlag";0,660;Q2;162;3093;2344148;
568;5700165208;"Journal of Physics A: Mathematical and Theoretical";journal;"17518113, 17518121";No;No;"IOP Publishing Ltd.";0,659;Q2;563;3148;8868729;
569;14500154733;"Operational Research";journal;"11092858, 18661505";No;No;"Springer Verlag";0,659;Q2;69;3054;1606537;
570;28476;"Graphs and Combinatorics";journal;"14355914, 09110119";No;No;"Springer Japan";0,658;Q2;133;3035;2249293;
571;12136;"Journal of Statistical Planning and Inference";journal;"03783758";No;No;"Elsevier B.V.";0,657;Q2;85;3087;1370587;
572;25710;"Numerical Functional Analysis and Optimization";journal;"15322467, 01630563";No;No;"Taylor and Francis Ltd.";0,657;Q2;39;2968;1145789;
573;11700154400;"TOP";journal;"11345764, 18638279";No;No;"";0,657;Q2;36;3077;501561;
574;25800;"Communications in Algebra";journal;"00927872, 15324125";No;No;"Taylor and Francis Ltd.";0,656;Q2;466;3062;6246356;
575;24568;"Advances in Applied Probability";journal;"00018678, 14756064";No;No;"Cambridge University Press";0,653;Q2;50;3073;666776;
576;24577;"Mathematical Logic Quarterly";journal;"09425616, 15213870";No;No;"Wiley-VCH Verlag";0,652;Q1;31;2967;548921;
577;21101027631;"Journal of Privacy and Confidentiality";journal;"25758527";Yes;Yes;"Cornell University";0,651;Q2;16;2764;140957;
578;19124;"Queueing Systems";journal;"15729443, 02570130";No;No;"Springer Netherlands";0,651;Q2;32;3069;899170;
579;4400151750;"Foundations and Trends in Theoretical Computer Science";journal;"15513068, 1551305X";No;No;"Now Publishers Inc";0,647;Q2;2;3752;22510;
580;28544;"Journal of Mathematical Physics";journal;"10897658, 00222488";No;No;"American Institute of Physics";0,647;Q2;366;3054;6491811;
581;21101092701;"Communications on Applied Mathematics and Computation";journal;"20966385, 26618893";No;No;"Springer";0,646;Q2;180;3085;959458;
582;13533;"Journal of the Royal Statistical Society. Series C: Applied Statistics";journal;"00359254, 14679876";No;No;"Oxford University Press";0,646;Q2;68;3263;1168010;
583;26578;"Geometriae Dedicata";journal;"15729168, 00465755";No;No;"Springer Netherlands";0,644;Q2;111;3042;1539211;
584;21100836176;"Demonstratio Mathematica";journal;"04201213, 23914661";Yes;No;"Walter de Gruyter GmbH";0,643;Q2;120;2983;1029166;
585;23172;"Illinois Journal of Mathematics";journal;"00192082";Yes;No;"Duke University Press";0,641;Q2;32;2947;439169;
586;21101192898;"Journal of Soft Computing and Data Mining";journal;"2716621X";No;No;"Penerbit UTHM";0,641;Q2;35;3067;107348;
587;26310;"Quarterly of Applied Mathematics";journal;"15524485, 0033569X";No;No;"American Mathematical Society";0,641;Q2;26;3021;419908;
588;21101196407;"Journal of Umm Al-Qura University for Applied Sciences";journal;"16588185";Yes;Yes;"Springer";0,640;Q2;117;3066;358745;
589;21101071257;"Advances in Continuous and Discrete Models";journal;"27314235";No;No;"Springer Science and Business Media Deutschland GmbH";0,638;Q2;61;3002;321253;
590;4900152804;"Advances in Applied Clifford Algebras";journal;"01887009";No;No;"Birkhauser Verlag Basel";0,636;Q2;57;2910;931130;
591;28472;"Fractals";journal;"17936543, 0218348X";No;No;"World Scientific";0,636;Q2;272;3067;4789945;
592;21107;"International Journal of Fracture";journal;"15732673, 03769429";No;No;"Springer Netherlands";0,636;Q2;76;3130;1264511;
593;12100155656;"ACM Journal of Experimental Algorithmics";journal;"10846654";No;No;"Association for Computing Machinery";0,635;Q2;0;3016;229201;
594;26394;"Electronic Journal of Linear Algebra";journal;"10813810, 15379582";Yes;No;"International Linear Algebra Society";0,633;Q2;48;2957;748187;
595;5000153703;"Computational and Applied Mathematics";journal;"18070302, 22383603";Yes;Yes;"Birkhauser Boston";0,631;Q2;448;3029;5685408;
596;145269;"Homology, Homotopy and Applications";journal;"15320073, 15320081";Yes;No;"International Press of Boston, Inc.";0,631;Q2;39;3038;604648;
597;24594;"Mathematical Methods in the Applied Sciences";journal;"10991476, 01704214";No;No;"John Wiley and Sons Ltd";0,630;Q2;864;3081;13655986;
598;21100415545;"International Journal for Uncertainty Quantification";journal;"21525080, 21525099";No;No;"Begell House Inc.";0,629;Q2;25;3036;391696;
599;19700174753;"Nano Communication Networks";journal;"18787789";No;No;"Elsevier B.V.";0,629;Q2;37;3141;364377;
600;144951;"Studia Logica";journal;"15728730, 00393215";No;No;"Springer Netherlands";0,628;Q1;96;3063;826916;
601;29581;"Journal of Computational Biology";journal;"15578666, 10665277";No;No;"Mary Ann Liebert Inc.";0,627;Q2;83;3034;1574744;
602;21100336501;"Eurasian Mathematical Journal";journal;"20779879";Yes;No;"Eurasian National University, RUDN University, MSU, University of Padua";0,625;Q2;28;2894;431206;
603;26386;"Electronic Communications in Probability";journal;"1083589X";Yes;No;"Institute of Mathematical Statistics";0,624;Q2;80;3187;1131277;
604;21100825344;"Computational Particle Mechanics";journal;"21964386, 21964378";No;No;"Springer International Publishing AG";0,623;Q2;275;3115;1928375;
605;18534;"International Journal for Numerical Methods in Fluids";journal;"10970363, 02712091";No;No;"John Wiley and Sons Ltd";0,623;Q2;87;3151;1559801;
606;19900191732;"Argument and Computation";journal;"19462166, 19462174";Yes;No;"SAGE Publications Ltd";0,622;Q2;11;3010;183626;
607;23148;"IMA Journal of Management Mathematics";journal;"1471678X, 14716798";No;No;"Oxford University Press";0,622;Q2;34;3009;421304;
608;21101100208;"ES Materials and Manufacturing";journal;"25780611, 2578062X";No;No;"Engineered Science Publisher";0,621;Q2;45;3134;404327;
609;21101048368;"Journal of Membrane Computing";journal;"25238914, 25238906";No;No;"Springer";0,621;Q2;41;3232;355554;
610;29114;"Engineering Optimization";journal;"0305215X, 10290273";No;No;"Taylor and Francis Ltd.";0,620;Q2;226;3059;2169147;
611;21101092530;"IET Quantum Communication";journal;"26328925";Yes;No;"John Wiley and Sons Inc";0,620;Q2;49;3180;286165;
612;24720;"Annals of Global Analysis and Geometry";journal;"15729060, 0232704X";No;No;"Springer Netherlands";0,619;Q2;47;3122;874259;
613;21100201017;"Advances in Applied Mathematics and Mechanics";journal;"20751354, 20700733";No;No;"Cambridge University Press";0,618;Q2;37;2939;946212;
614;4000152132;"International Journal of Biostatistics";journal;"15574679";No;No;"Walter de Gruyter GmbH";0,618;Q2;38;2973;436977;
615;23244;"International Journal of Mathematics";journal;"17936519, 0129167X";No;No;"World Scientific Publishing Co. Pte Ltd";0,618;Q2;102;3058;1685164;
616;23897;"Journal of Geometry and Physics";journal;"03930440";No;No;"Elsevier B.V.";0,616;Q2;205;3010;3115630;
617;28703;"Mathematics and Mechanics of Solids";journal;"17413028, 10812865";No;No;"SAGE Publications Inc.";0,615;Q2;187;3088;2165003;
618;24095;"Comptes Rendus Mathematique";journal;"17783569, 1631073X";Yes;Yes;"Academie des sciences";0,614;Q2;160;3086;2089139;
619;21101150412;"Computational Journal of Mathematical and Statistical Sciences";journal;"29743435, 29743443";Yes;No;"Scientific Association for Studies and Applied Research";0,613;Q2;19;3042;57796;
620;21100941752;"Advanced Theory and Simulations";journal;"25130390";No;No;"Wiley-VCH Verlag";0,612;Q2;268;3215;3211965;
621;27968;"Zeitschrift fur Analysis und ihre Anwendungen";journal;"02322064";Yes;Yes;"European Mathematical Society Publishing House";0,612;Q2;23;3020;353337;
622;9500154114;"Advances in Theoretical and Mathematical Physics";journal;"10950753, 10950761";No;No;"International Press, Inc.";0,610;Q2;21;3192;702216;
623;21100855508;"Dependence Modeling";journal;"23002298";Yes;No;"Walter de Gruyter GmbH";0,610;Q2;10;2899;249295;
624;25461;"Informatica (Netherlands)";journal;"08684952";Yes;No;"SAGE Publications Ltd";0,610;Q2;37;2999;521803;
625;14500154734;"Evolutionary Intelligence";journal;"18645917, 18645909";No;No;"Springer Verlag";0,609;Q2;226;2968;2163641;
626;28424;"Theory and Practice of Logic Programming";journal;"14753081, 14710684";No;No;"Cambridge University Press";0,609;Q2;37;3218;669382;
627;21100286971;"Annals of Functional Analysis";journal;"20088752, 26397390";Yes;No;"Birkhauser";0,607;Q2;88;2941;1138124;
628;12981;"Kybernetes";journal;"0368492X";No;No;"Emerald Publishing";0,606;Q2;571;2892;3852682;
629;25875;"Differential Equations";journal;"00122661, 16083083";No;No;"Pleiades Publishing";0,604;Q2;100;2984;2100657;
630;100147323;"Mathematical Modelling and Analysis";journal;"13926292, 16483510";Yes;Yes;"Vilnius Gediminas Technical University";0,603;Q2;37;2919;575014;
631;21101049096;"Water Waves";journal;"25233688, 2523367X";No;No;"Birkhauser Verlag Basel";0,603;Q2;29;2915;192408;
632;23051;"ACM Transactions on Computational Logic";journal;"15293785, 1557945X";No;No;"Association for Computing Machinery (ACM)";0,602;Q2;26;3108;410259;
633;29785;"Russian Journal of Mathematical Physics";journal;"15556638, 10619208";No;No;"Pleiades Publishing";0,602;Q2;63;3164;854236;
634;21100202933;"Teaching Statistics";journal;"14679639, 0141982X";No;No;"Wiley-Blackwell";0,602;Q2;21;2804;378515;
635;21101049616;"Japanese Journal of Statistics and Data Science";journal;"25208764";No;No;"Springer Science and Business Media B.V.";0,601;Q2;66;2760;463741;
636;21100256977;"Mathematical Control and Related Fields";journal;"21568499, 21568472";No;No;"American Institute of Mathematical Sciences";0,601;Q2;69;3067;757437;
637;21101107570;"Applied Mathematics in Science and Engineering";journal;"27690911";Yes;No;"Routledge";0,600;Q2;57;3030;172705;
638;25887;"Discrete and Computational Geometry";journal;"14320444, 01795376";No;No;"Springer New York";0,600;Q2;169;3079;1847176;
639;19600161827;"Qualitative Theory of Dynamical Systems";journal;"16623592, 15755460";Yes;No;"Springer Science + Business Media";0,600;Q2;299;2898;2338398;
640;23213;"Annals of the Institute of Statistical Mathematics";journal;"00203157, 15729052";No;No;"Springer Netherlands";0,599;Q2;35;3085;691083;
641;21101060475;"Jahresbericht der Deutschen Mathematiker-Vereinigung";journal;"00120456, 18697135";No;No;"Springer Science and Business Media Deutschland GmbH";0,599;Q2;14;3295;112025;
642;5600157643;"Collectanea Mathematica";journal;"00100757";No;No;"Springer-Verlag Italia s.r.l.";0,598;Q2;72;3141;625158;
643;12337;"International Journal of Bifurcation and Chaos";journal;"17936551, 02181274";No;No;"World Scientific";0,596;Q2;242;3069;4226275;
644;21100829708;"Annales de l'Institut Henri Poincare (D) Combinatorics, Physics and their Interactions";journal;"23085835, 23085827";Yes;Yes;"European Mathematical Society Publishing House";0,595;Q2;14;3182;254589;
645;6700153281;"Asian Journal of Mathematics";journal;"19450036, 10936106";No;No;"International Press, Inc.";0,595;Q2;16;3047;481430;
646;17600155053;"Bulletin of the Malaysian Mathematical Sciences Society";journal;"01266705, 21804206";No;No;"Springer Singapore";0,595;Q2;184;2983;3227919;
647;21100901158;"EURO Journal on Decision Processes";journal;"21939446, 21939438";Yes;No;"Elsevier B.V.";0,595;Q2;11;2782;144660;
648;13878;"European Journal of Mechanics, B/Fluids";journal;"09977546";No;No;"Elsevier B.V.";0,593;Q2;126;3036;2012648;
649;17800156712;"International Journal of Computational Intelligence Systems";journal;"18756891, 18756883";Yes;No;"Springer International Publishing AG";0,593;Q2;281;2948;2689028;
650;23229;"Integral Transforms and Special Functions";journal;"14768291, 10652469";No;No;"Taylor and Francis Ltd.";0,592;Q2;73;3046;989928;
651;24618;"Algebra Universalis";journal;"14208911, 00025240";No;No;"Birkhauser Verlag Basel";0,591;Q2;46;2942;703075;
652;11800154594;"AStA Advances in Statistical Analysis";journal;"1863818X, 18638171";No;No;"Springer Verlag";0,590;Q2;43;2959;479412;
653;17300154968;"Bioinformatics and Biology Insights";journal;"11779322";Yes;No;"SAGE Publications Inc.";0,590;Q2;82;3237;780129;
654;28893;"Canadian Journal of Statistics";journal;"03195724, 1708945X";No;No;"Wiley-Blackwell";0,588;Q2;58;3011;843197;
